src,tgt,dist,src_lab,tgt_lab,isnbr,src_lab_,tgt_lab_,wts
252,27,63.91867416513083,36019,50011,FALSE,36019,50011,1
253,91,95.33915056247837,08045,08097,FALSE,08045,08097,1
254,388,45.29162247924503,19113,19103,FALSE,19103,19113,1
255,106,46.007831927850596,13215,01081,FALSE,01081,13215,1
256,610,33.73245833468501,39109,39113,FALSE,39109,39113,1
256,305,34.52282726051252,39109,39037,FALSE,39037,39109,1
257,743,101.77677588062599,48375,48069,FALSE,48069,48375,1
258,338,32.72015704686313,40133,40125,FALSE,40125,40133,1
258,472,65.67327391702477,40133,40027,FALSE,40027,40133,1
259,477,20.60579666254009,51550,51740,FALSE,51550,51740,1
259,866,26.728394377148554,51550,51810,FALSE,51550,51810,1
260,263,28.210229127251996,55089,55117,TRUE,55089,55117,1
260,270,33.45529752989994,55089,55131,FALSE,55089,55131,1
261,200,56.70229595217939,47163,47073,FALSE,47073,47163,1
261,687,59.044356871557,47163,51195,FALSE,47163,51195,1
262,267,43.024746286301465,45059,45071,TRUE,45059,45071,1
262,443,49.86908386072493,45059,45083,FALSE,45059,45083,1
263,270,56.1001251889151,55117,55131,FALSE,55117,55131,1
264,339,39.36145343440132,25013,09013,FALSE,09013,25013,1
265,550,42.127915690067404,01037,01123,FALSE,01037,01123,1
265,293,49.09318275456639,01037,01121,FALSE,01037,01121,1
266,667,36.10925980686687,42011,42077,FALSE,42011,42077,1
266,282,40.52051165348362,42011,42107,FALSE,42011,42107,1
267,276,53.19884318108766,45071,45063,FALSE,45063,45071,1
268,310,33.27425110449979,18055,18119,FALSE,18055,18119,1
268,664,39.53259176290921,18055,18027,FALSE,18027,18055,1
269,808,24.183677343457543,18139,18041,FALSE,18041,18139,1
269,748,29.972106291264105,18139,18145,FALSE,18139,18145,1
270,833,41.853320214147274,55131,55133,FALSE,55131,55133,1
271,871,48.82226544857386,12101,12057,FALSE,12057,12101,1
272,21,47.90607904879765,12119,12053,FALSE,12053,12119,1
273,636,22.80639150130392,36059,36081,FALSE,36059,36081,1
273,854,25.837584297801506,36059,36005,FALSE,36005,36059,1
274,331,54.28461068888825,18163,21059,FALSE,18163,21059,1
275,639,49.280509851818266,29071,29099,FALSE,29071,29099,1
275,527,60.11276347659296,29071,29189,FALSE,29071,29189,1
276,758,36.88883446212881,45063,45079,FALSE,45063,45079,1
276,817,51.36457301293051,45063,45017,FALSE,45017,45063,1
278,699,39.3786758760451,55039,55139,FALSE,55039,55139,1
278,270,45.544205841609475,55039,55131,FALSE,55039,55131,1
279,677,36.32437385009832,25003,36021,FALSE,25003,36021,1
279,593,44.81151267675496,25003,36083,FALSE,25003,36083,1
280,76,41.52636556603009,47111,47165,FALSE,47111,47165,1
280,573,50.39376321790316,47111,47189,FALSE,47111,47189,1
281,433,53.00530316706891,05023,05045,FALSE,05023,05045,1
282,726,42.432873192416906,42107,42075,FALSE,42075,42107,1
283,696,85.65903792962592,35013,48141,FALSE,35013,48141,1
284,308,38.68178287258143,06095,06013,TRUE,06013,06095,1
285,201,44.536831434268166,22099,22055,FALSE,22055,22099,1
285,761,47.857550690065764,22099,22121,FALSE,22099,22121,1
287,197,55.6012457270391,28035,28109,FALSE,28035,28109,1
288,334,37.82066008581974,26065,26093,FALSE,26065,26093,1
288,704,38.719068651759486,26065,26045,FALSE,26045,26065,1
289,793,63.974898988144375,20177,20103,FALSE,20103,20177,1
289,741,89.58103239474055,20177,20031,FALSE,20031,20177,1
290,518,41.41791096031535,36053,36065,FALSE,36053,36065,1
290,707,44.64685992572998,36053,36067,FALSE,36053,36067,1
291,650,40.698606789671864,36115,50003,FALSE,36115,50003,1
292,748,26.10266783271282,18081,18145,FALSE,18081,18145,1
292,427,30.345708337433113,18081,18109,FALSE,18081,18109,1
293,403,48.13375954632856,01121,01117,FALSE,01117,01121,1
294,749,34.36687069168511,39041,39049,FALSE,39041,39049,1
294,803,49.15283328977804,39041,39089,FALSE,39041,39089,1
295,631,34.19950097114003,37067,37059,FALSE,37059,37067,1
295,30,37.777325839558266,37067,37057,FALSE,37057,37067,1
296,864,25.47756151241274,13261,13177,FALSE,13177,13261,1
296,515,39.34827408328294,13261,13093,FALSE,13093,13261,1
297,385,47.949609400004434,45007,45045,FALSE,45007,45045,1
297,262,58.16523798216286,45007,45059,FALSE,45007,45059,1
298,467,39.88021238993228,26087,26049,FALSE,26049,26087,1
298,348,47.60594727280116,26087,26157,FALSE,26087,26157,1
299,665,37.00741028814237,26079,26055,FALSE,26055,26079,1
299,717,39.30359473378376,26079,26113,FALSE,26079,26113,1
300,437,126.3765362603391,06071,06065,FALSE,06065,06071,1
301,490,95.00121134628417,08083,35045,FALSE,08083,35045,1
302,810,39.96118216684543,28023,28075,FALSE,28023,28075,1
302,511,76.11912048631699,28023,28129,FALSE,28023,28129,1
303,713,26.988334868387913,31055,31177,FALSE,31055,31177,1
304,654,14.655112557508485,13059,13219,FALSE,13059,13219,1
304,683,24.722443932403724,13059,13195,FALSE,13059,13195,1
305,330,32.889733643037864,39037,18135,FALSE,18135,39037,1
306,356,56.23287241957097,40071,20191,FALSE,20191,40071,1
307,625,35.576728170620115,13077,13149,FALSE,13077,13149,1
308,568,30.476760023600182,06013,06001,FALSE,06001,06013,1
309,820,26.05999664455212,51087,51041,FALSE,51041,51087,1
310,751,32.27555924984698,18119,18105,FALSE,18105,18119,1
311,586,28.04290018508804,54033,54049,FALSE,54033,54049,1
311,182,48.41191190476071,54033,54061,FALSE,54033,54061,1
312,555,41.30940568075668,09009,09001,FALSE,09001,09009,1
313,452,34.219378718691445,13033,13245,FALSE,13033,13245,1
313,367,39.12687049846494,13033,13163,FALSE,13033,13163,1
314,578,35.72645284221637,17091,17197,FALSE,17091,17197,1
315,870,38.068340104781036,48209,48453,FALSE,48209,48453,1
316,195,96.97753551857505,48325,48091,FALSE,48091,48325,1
317,641,56.138625736591564,45013,13051,FALSE,13051,45013,1
317,678,61.42297994850204,45013,13103,FALSE,13103,45013,1
318,528,44.11195404800078,55105,17007,FALSE,17007,55105,1
318,529,52.28681813816929,55105,55025,FALSE,55025,55105,1
319,580,28.36983969747775,18023,18011,FALSE,18011,18023,1
320,881,41.66426964320085,28121,28089,FALSE,28089,28121,1
320,795,48.88742454097509,28121,28049,FALSE,28049,28121,1
321,122,75.62666985201079,41039,41003,FALSE,41003,41039,1
322,467,36.61397450278097,26155,26049,FALSE,26049,26155,1
323,651,29.30599006356721,12007,12019,FALSE,12007,12019,1
323,596,43.37658424864768,12007,12003,FALSE,12003,12007,1
324,765,31.289736282826297,18059,18097,FALSE,18059,18097,1
324,748,33.21983451455203,18059,18145,FALSE,18059,18145,1
325,620,51.329611692263576,48329,48135,FALSE,48135,48329,1
325,882,76.03118779062522,48329,48227,FALSE,48227,48329,1
328,563,34.78245658597319,26147,26099,FALSE,26099,26147,1
328,298,48.53217904514088,26147,26087,FALSE,26087,26147,1
329,734,38.32262817372852,50015,50007,FALSE,50007,50015,1
330,740,33.468491041705114,18135,18177,FALSE,18135,18177,1
332,489,25.104360513517932,13151,13247,FALSE,13151,13247,1
333,872,67.74661609448962,42021,42129,FALSE,42021,42129,1
334,364,39.35447187043256,26093,26161,FALSE,26093,26161,1
335,805,25.549428994638358,08001,08005,FALSE,08001,08005,1
335,164,48.54680266115999,08001,08031,FALSE,08001,08031,1
336,681,42.65418250540794,42069,42079,FALSE,42069,42079,1
337,719,45.98986668408009,40037,40143,FALSE,40037,40143,1
337,583,53.38056883472223,40037,40117,FALSE,40037,40117,1
338,472,33.264350250167276,40125,40027,FALSE,40027,40125,1
340,651,44.02275313589269,12031,12019,FALSE,12019,12031,1
340,173,54.91032939598429,12031,12109,FALSE,12031,12109,1
341,538,31.09087636256542,39057,39027,FALSE,39027,39057,1
341,610,34.635715514200285,39057,39113,FALSE,39057,39113,1
342,850,43.688071345594715,48489,48061,FALSE,48061,48489,1
343,310,49.01072270407178,18167,18119,FALSE,18119,18167,1
343,760,53.019119834068164,18167,18133,FALSE,18133,18167,1
344,435,35.307016600676334,18039,18141,FALSE,18039,18141,1
344,365,36.549897926764984,18039,18087,FALSE,18039,18087,1
345,841,48.479504286806986,48303,48219,FALSE,48219,48303,1
346,560,33.240644501460054,12085,12111,FALSE,12085,12111,1
347,815,24.544777446592473,13085,13117,FALSE,13085,13117,1
348,612,49.60311602796713,26157,26017,FALSE,26017,26157,1
349,380,39.330564165299776,22097,22077,FALSE,22077,22097,1
350,724,60.90287253116938,21081,39025,FALSE,21081,39025,1
350,652,61.31722010325913,21081,39061,FALSE,21081,39061,1
351,500,56.39247738101367,54045,21195,FALSE,21195,54045,1
351,687,112.58594872983414,54045,51195,FALSE,51195,54045,1
352,806,48.88987001106599,53061,53057,FALSE,53057,53061,1
352,551,62.96521502640994,53061,53033,FALSE,53033,53061,1
353,620,178.63346363998133,35015,48135,FALSE,35015,48135,1
353,696,197.78941160204258,35015,48141,FALSE,35015,48141,1
354,525,97.29168611110836,53077,53005,FALSE,53005,53077,1
354,45,126.02744603430828,53077,53041,FALSE,53041,53077,1
355,606,151.95170840060482,04005,04025,FALSE,04005,04025,1
356,869,49.49533666957513,20191,20173,FALSE,20173,20191,1
357,794,19.837075090393995,26127,26121,FALSE,26121,26127,1
357,175,64.25131401727245,26127,26139,FALSE,26127,26139,1
358,646,57.56125894576928,39007,39055,FALSE,39007,39055,1
359,609,53.515400009405376,48167,48039,FALSE,48039,48167,1
359,361,84.81779354405818,48167,48201,TRUE,48167,48201,1
360,610,30.32525783545067,39135,39113,FALSE,39113,39135,1
360,740,33.87036513509176,39135,18177,FALSE,18177,39135,1
361,851,50.22185910396859,48201,48339,FALSE,48201,48339,1
362,791,41.26029718818999,36069,36051,FALSE,36051,36069,1
362,561,54.404913992676036,36069,36055,FALSE,36055,36069,1
363,804,55.35599750230168,01001,01101,FALSE,01001,01101,1
363,265,58.233505117317065,01001,01037,FALSE,01001,01037,1
364,194,47.53007023332664,26161,26075,FALSE,26075,26161,1
365,655,26.454901750919376,18087,18113,FALSE,18087,18113,1
366,811,20.259476667063126,13225,13153,FALSE,13153,13225,1
366,766,29.390511012458166,13225,13021,FALSE,13021,13225,1
367,452,46.55855527789507,13163,13245,FALSE,13163,13245,1
368,554,50.78211543889287,48347,48405,FALSE,48347,48405,1
368,846,67.35087904046858,48347,48365,FALSE,48347,48365,1
369,721,161.77335041622308,53063,53025,FALSE,53025,53063,1
370,823,37.05024948049768,39151,39153,FALSE,39151,39153,1
370,36,41.9200361445384,39151,39133,FALSE,39133,39151,1
371,782,57.72687058020084,53029,53035,FALSE,53029,53035,1
371,352,68.22153476061929,53029,53061,TRUE,53029,53061,1
372,648,30.58844563344802,42029,42045,FALSE,42029,42045,1
372,608,41.60392694222378,42029,42091,FALSE,42029,42091,1
373,706,48.29016965922628,28095,28081,FALSE,28081,28095,1
374,738,33.06570179303687,12033,12113,FALSE,12033,12113,1
374,567,70.44261189771208,12033,12091,FALSE,12033,12091,1
375,691,47.949530346742655,48439,48113,FALSE,48113,48439,1
376,672,26.78506326834625,39099,39029,FALSE,39029,39099,1
377,804,52.26302195019992,01087,01101,FALSE,01087,01101,1
378,653,29.933781048879705,17089,17043,FALSE,17043,17089,1
379,670,33.79084476136309,42089,42095,FALSE,42089,42095,1
379,442,35.08449805433377,42089,42025,FALSE,42025,42089,1
380,761,39.168031866506354,22077,22121,FALSE,22077,22121,1
381,864,32.326117291551526,13095,13177,FALSE,13095,13177,1
381,426,34.09555207457561,13095,13321,FALSE,13095,13321,1
382,449,50.715127485449976,23027,23011,FALSE,23011,23027,1
382,61,86.30544434343994,23027,23023,FALSE,23023,23027,1
383,594,70.29624479505586,12087,12021,FALSE,12021,12087,1
384,659,17.962192467886197,36085,36047,FALSE,36047,36085,1
384,636,27.269471945646178,36085,36081,FALSE,36081,36085,1
385,443,34.96601067712006,45045,45083,FALSE,45045,45083,1
386,710,43.225670326266865,06113,06101,FALSE,06101,06113,1
388,822,39.566329263676664,19103,19183,FALSE,19103,19183,1
388,737,44.40939063969504,19103,19139,FALSE,19103,19139,1
390,877,43.29512320705976,28105,28155,FALSE,28105,28155,1
391,633,27.08582037066591,22119,22015,FALSE,22015,22119,1
391,626,51.731167597186364,22119,22013,FALSE,22013,22119,1
392,742,35.540491598144335,26059,26023,FALSE,26023,26059,1
393,231,62.108147060127216,33013,33005,FALSE,33005,33013,1
394,657,42.10636125694539,42133,42001,FALSE,42001,42133,1
394,829,42.92130291941465,42133,42071,FALSE,42071,42133,1
395,629,42.78840648684071,37161,37023,FALSE,37023,37161,1
395,789,51.32348909290598,37161,37089,FALSE,37089,37161,1
397,802,64.37321246048522,01043,01073,FALSE,01043,01073,1
398,552,29.36715396185783,13097,13121,FALSE,13097,13121,1
399,671,52.59140316191013,21031,21213,FALSE,21031,21213,1
400,199,69.49624293834428,05107,28011,FALSE,05107,28011,1
401,819,23.196337417275156,22093,22005,FALSE,22005,22093,1
401,468,29.4161480146243,22093,22007,FALSE,22007,22093,1
402,710,40.479100815227234,06115,06101,FALSE,06101,06115,1
402,588,49.402943573624306,06115,06057,FALSE,06057,06115,1
403,802,38.12948141250778,01117,01073,FALSE,01073,01117,1
404,450,60.1230898215918,37135,37081,FALSE,37081,37135,1
405,668,45.25734763346383,36029,36121,FALSE,36029,36121,1
405,642,55.10822127811333,36029,36037,FALSE,36029,36037,1
406,678,37.5773234005151,13031,13103,FALSE,13031,13103,1
406,559,50.65457396044465,13031,13029,FALSE,13029,13031,1
407,739,26.72316198596762,37049,37103,FALSE,37049,37103,1
407,575,54.7700846760291,37049,37133,FALSE,37049,37133,1
408,663,51.87285699610574,45041,45061,FALSE,45041,45061,1
408,438,63.22882281113058,45041,45085,FALSE,45041,45085,1
409,751,25.559619693942402,18013,18105,FALSE,18013,18105,1
410,48,27.937902384276413,13135,13089,FALSE,13089,13135,1
410,110,29.1376340097051,13135,13013,FALSE,13013,13135,1
411,798,19.615382457551636,51700,51199,FALSE,51199,51700,1
411,838,20.181519076166566,51700,51650,FALSE,51650,51700,1
412,536,50.89757000855041,22075,22051,FALSE,22051,22075,1
412,219,76.87186934274209,22075,22087,FALSE,22075,22087,1
413,706,33.4052107013475,28115,28081,FALSE,28081,28115,1
414,692,50.02577076269385,22067,22073,FALSE,22067,22073,1
415,698,24.732733344526334,21029,21111,FALSE,21029,21111,1
415,845,43.67550996020659,21029,21163,FALSE,21029,21163,1
416,881,36.17949132345695,28163,28089,FALSE,28089,28163,1
416,795,55.84455268778451,28163,28049,FALSE,28049,28163,1
417,699,40.36001194604045,55087,55139,FALSE,55087,55139,1
418,510,47.21705451313691,29107,29095,FALSE,29095,29107,1
418,579,59.98185006092699,29107,29047,FALSE,29047,29107,1
419,797,30.124634977385792,37195,37127,FALSE,37127,37195,1
419,590,37.51623251289414,37195,37065,FALSE,37065,37195,1
420,769,28.668875023009303,29186,29187,FALSE,29186,29187,1
420,639,53.17974419013687,29186,29099,FALSE,29099,29186,1
421,425,53.87221871456864,22079,22009,TRUE,22009,22079,1
421,432,83.76829851988508,22079,22127,FALSE,22079,22127,1
422,627,141.8696735011729,31111,31019,FALSE,31019,31111,1
422,809,189.35900080150398,31111,31079,FALSE,31079,31111,1
423,124,59.58866748656949,48067,48203,FALSE,48067,48203,1
424,445,38.39949075397307,27037,27123,FALSE,27037,27123,1
425,380,55.609565348178045,22009,22077,FALSE,22009,22077,1
427,835,32.283187473298995,18109,18063,FALSE,18063,18109,1
428,487,44.81048848167309,48139,48349,FALSE,48139,48349,1
428,691,46.746134556224156,48139,48113,FALSE,48113,48139,1
429,535,39.23369994216999,13229,13299,FALSE,13229,13299,1
429,534,63.98960973902065,13229,13069,FALSE,13069,13229,1
430,507,38.68117007251517,18053,18035,FALSE,18035,18053,1
431,480,45.11248432110048,12035,12107,FALSE,12035,12107,1
431,173,47.50158145095212,12035,12109,FALSE,12035,12109,1
432,626,58.253613891137604,22127,22013,FALSE,22013,22127,1
432,692,75.66018207777927,22127,22073,FALSE,22073,22127,1
433,611,34.64387544220729,05045,05029,FALSE,05029,05045,1
433,644,41.892476142885435,05045,05119,FALSE,05045,05119,1
434,840,37.805101928407964,47059,47063,FALSE,47059,47063,1
435,440,47.500514302907185,18141,18149,FALSE,18141,18149,1
437,705,97.34743497784112,06065,06025,FALSE,06025,06065,1
438,663,29.549621579112763,45085,45061,FALSE,45061,45085,1
438,817,45.52654273245427,45085,45017,FALSE,45017,45085,1
439,647,98.20685978087533,06029,06107,FALSE,06029,06107,1
439,95,115.85739758759685,06029,06111,FALSE,06029,06111,1
441,870,46.28568104051344,48491,48453,FALSE,48453,48491,1
442,667,35.16312478779642,42025,42077,FALSE,42025,42077,1
444,242,78.03637346207742,55073,55135,FALSE,55073,55135,1
444,830,110.99039139924962,55073,55057,FALSE,55057,55073,1
445,476,16.684448463674535,27123,27163,FALSE,27123,27163,1
445,728,29.517459729760414,27123,27053,FALSE,27053,27123,1
446,873,38.2025592513044,12071,12015,FALSE,12015,12071,1
446,594,76.29213583114785,12071,12021,FALSE,12021,12071,1
447,321,179.8978294170956,41033,41039,FALSE,41033,41039,1
448,731,38.872704818889765,13071,13275,FALSE,13071,13275,1
450,772,33.66746081347162,37081,37157,FALSE,37081,37157,1
451,842,42.17442857135266,16001,16027,FALSE,16001,16027,1
451,512,73.52139682362323,16001,16075,FALSE,16001,16075,1
453,170,98.45744621317371,08107,08037,FALSE,08037,08107,1
453,128,120.15221822417394,08107,08117,FALSE,08107,08117,1
454,661,85.8059605415561,16031,16083,FALSE,16031,16083,1
455,358,58.55696922232126,42049,39007,FALSE,39007,42049,1
455,684,60.39076681930243,42049,36013,FALSE,36013,42049,1
456,718,56.89137844938094,48467,48423,FALSE,48423,48467,1
456,496,66.88932515697724,48467,48231,FALSE,48231,48467,1
457,709,107.23360053122111,12005,13253,FALSE,12005,13253,1
457,22,113.28462763863543,12005,12129,FALSE,12005,12129,1
458,249,87.74467265455898,01077,01093,FALSE,01077,01093,1
459,760,60.22257925699899,18045,18133,FALSE,18045,18133,1
461,472,39.50473984782571,40109,40027,FALSE,40027,40109,1
462,436,63.653640849809,24045,24041,FALSE,24041,24045,1
463,631,32.89687145383631,37097,37059,FALSE,37059,37097,1
463,501,34.66426079572978,37097,37035,FALSE,37035,37097,1
464,259,70.17121214683692,37091,51550,FALSE,37091,51550,1
464,590,74.66748404583048,37091,37065,FALSE,37065,37091,1
465,158,51.263178863869605,36057,36001,FALSE,36001,36057,1
465,43,52.39367227153394,36057,36091,FALSE,36057,36091,1
466,806,38.87683650285598,53073,53057,FALSE,53057,53073,1
466,352,87.75082334614805,53073,53061,FALSE,53061,53073,1
468,819,36.773201250886764,22007,22005,FALSE,22005,22007,1
469,198,48.42232687320927,17141,17037,FALSE,17037,17141,1
469,787,49.97187492621937,17141,17015,FALSE,17015,17141,1
470,444,163.59867117153345,55051,55073,FALSE,55051,55073,1
471,352,88.01783716166477,53007,53061,FALSE,53007,53061,1
471,551,99.8520973214614,53007,53033,FALSE,53007,53033,1
474,522,48.43584759316165,37085,37101,FALSE,37085,37101,1
475,719,42.2216089477584,40145,40143,FALSE,40143,40145,1
476,424,43.01468120765927,27163,27037,FALSE,27037,27163,1
477,565,12.244502489632987,51740,51710,FALSE,51710,51740,1
478,872,46.032730895700716,42051,42129,FALSE,42051,42129,1
479,744,105.75608695722474,51171,24043,FALSE,24043,51171,1
480,651,45.51191735949544,12107,12019,FALSE,12019,12107,1
481,703,46.79583735207502,21107,21047,FALSE,21047,21107,1
482,731,52.008590860363626,12065,13275,FALSE,12065,13275,1
483,15,74.65955400938401,28005,22105,FALSE,22105,28005,1
484,742,36.36581091075786,26025,26023,FALSE,26023,26025,1
484,704,40.870362511828354,26025,26045,FALSE,26025,26045,1
485,335,75.92192346567454,08123,08001,FALSE,08001,08123,1
485,192,87.69987038811068,08123,08014,FALSE,08014,08123,1
486,209,86.86453434693115,19153,19157,FALSE,19153,19157,1
487,621,56.77979077402231,48349,48293,FALSE,48293,48349,1
488,658,32.15896343106964,47187,47037,FALSE,47037,47187,1
488,832,35.01639102692067,47187,47119,FALSE,47119,47187,1
489,753,19.61386998718497,13247,13217,FALSE,13217,13247,1
490,595,103.33919122618693,35045,35031,FALSE,35031,35045,1
491,846,54.414153548475426,22031,48365,FALSE,22031,48365,1
491,504,59.48022558982945,22031,22017,FALSE,22017,22031,1
492,520,50.611103227459324,06019,06039,TRUE,06019,06039,1
493,730,40.331888470563065,17167,17021,FALSE,17021,17167,1
493,530,46.59805364302967,17167,17137,FALSE,17137,17167,1
494,638,50.906739815732834,26137,26031,FALSE,26031,26137,1
494,299,55.54623065448982,26137,26079,FALSE,26079,26137,1
495,475,47.043895441341085,40021,40145,FALSE,40021,40145,1
496,603,46.77144136786847,48231,48085,FALSE,48085,48231,1
497,583,43.11112664425205,40113,40117,FALSE,40113,40117,1
498,505,58.176603790454365,37039,37113,FALSE,37039,37113,1
499,592,38.79170805828079,26107,26117,FALSE,26107,26117,1
499,816,39.71345745568385,26107,26073,FALSE,26073,26107,1
500,687,59.852604998939796,21195,51195,FALSE,21195,51195,1
501,521,41.121157320859375,37035,37071,FALSE,37035,37071,1
502,712,37.44785982675222,17179,17143,FALSE,17143,17179,1
503,160,63.07015997833195,08069,08013,FALSE,08013,08069,1
503,192,86.62196433321584,08069,08014,FALSE,08014,08069,1
504,633,27.54473367255489,22017,22015,FALSE,22015,22017,1
505,180,58.43654140910023,37113,13137,FALSE,13137,37113,1
506,165,46.69293317438923,17099,17093,FALSE,17093,17099,1
506,198,62.06460084973972,17099,17037,FALSE,17037,17099,1
507,759,28.28478131543812,18035,18095,FALSE,18035,18095,1
507,330,34.15664935942153,18035,18135,FALSE,18035,18135,1
508,582,38.40494873438556,28045,28047,FALSE,28045,28047,1
509,773,26.958978065892797,47093,47001,FALSE,47001,47093,1
510,579,35.14556462110883,29095,29047,FALSE,29047,29095,1
511,320,50.65131187336315,28129,28121,FALSE,28121,28129,1
511,826,59.470851422937095,28129,28065,FALSE,28065,28129,1
512,842,42.00997307287836,16075,16027,FALSE,16027,16075,1
513,532,55.9351460835415,21145,21143,FALSE,21143,21145,1
513,545,61.97986745539827,21145,21035,FALSE,21035,21145,1
515,811,36.67095935118549,13093,13153,FALSE,13093,13153,1
516,179,90.23396284225171,48049,48143,FALSE,48049,48143,1
516,861,102.87054241293525,48049,48441,FALSE,48049,48441,1
519,879,53.86096255318514,29169,29029,FALSE,29029,29169,1
519,228,75.70399565964311,29169,29051,FALSE,29051,29169,1
520,628,86.19180920231469,06039,06047,FALSE,06039,06047,1
521,151,57.62387917651536,37071,37025,FALSE,37025,37071,1
522,630,37.00663877051227,37101,37191,FALSE,37101,37191,1
522,419,45.343195053791085,37101,37195,FALSE,37101,37195,1
523,813,36.5751068450616,06085,06087,FALSE,06085,06087,1
523,568,51.247566015040164,06085,06001,TRUE,06001,06085,1
525,868,58.24692731468381,53005,53021,FALSE,53005,53021,1
526,774,27.702201983102842,39043,39077,FALSE,39043,39077,1
526,540,34.30941516505197,39043,39093,FALSE,39043,39093,1
527,847,17.509301633897252,29189,29510,FALSE,29189,29510,1
527,639,43.43399518891699,29189,29099,FALSE,29099,29189,1
528,783,30.59376660936378,17007,17111,FALSE,17007,17111,1
529,807,45.5218273745352,55025,55021,FALSE,55021,55025,1
530,730,81.52899410082739,17137,17021,FALSE,17021,17137,1
531,825,31.234449378605756,37167,37123,FALSE,37123,37167,1
532,545,47.91830130675992,21143,21035,FALSE,21035,21143,1
532,703,54.47141200783006,21143,21047,FALSE,21047,21143,1
533,612,90.1538713669546,26069,26017,FALSE,26017,26069,1
533,348,100.06750965144069,26069,26157,FALSE,26069,26157,1
534,212,65.37161436472215,13069,13277,FALSE,13069,13277,1
535,534,68.4791377449165,13299,13069,TRUE,13069,13299,1
536,736,34.73030067829932,22051,22057,FALSE,22051,22057,1
537,801,39.68789872799551,22103,22071,FALSE,22071,22103,1
537,508,45.042896927589716,22103,28045,FALSE,22103,28045,1
538,784,31.399338895427945,39027,39165,FALSE,39027,39165,1
540,856,42.828945987478384,39093,39103,FALSE,39093,39103,1
541,829,56.264605957854,24025,42071,FALSE,24025,42071,1
542,547,39.74707574669286,26067,26081,TRUE,26067,26081,1
543,859,71.79276826063688,37129,37047,FALSE,37047,37129,1
543,575,72.61108950367628,37129,37133,FALSE,37129,37133,1
544,545,83.2720141538157,47131,21035,FALSE,21035,47131,1
544,513,86.21213960082129,47131,21145,FALSE,21145,47131,1
546,761,22.57906950048425,22033,22121,FALSE,22033,22121,1
546,755,36.87810974881179,22033,22063,FALSE,22033,22063,1
547,592,44.86550921935366,26081,26117,FALSE,26081,26117,1
548,590,41.634510163501716,37147,37065,FALSE,37065,37147,1
548,419,51.02470640862383,37147,37195,FALSE,37147,37195,1
549,673,55.65727852643579,12105,12097,FALSE,12097,12105,1
549,871,67.29958090535345,12105,12057,FALSE,12057,12105,1
551,828,54.448144425118855,53033,53053,FALSE,53033,53053,1
552,685,19.325759710006704,13121,13067,FALSE,13067,13121,1
553,588,185.26232225916203,32031,06057,TRUE,06057,32031,1
554,591,71.27360850542465,48405,48241,FALSE,48241,48405,1
555,767,55.61735768344039,09001,36087,FALSE,09001,36087,1
556,669,47.73086284046099,06077,06099,FALSE,06077,06099,1
556,79,57.627957253957945,06077,06067,FALSE,06067,06077,1
557,709,47.85177380531524,01069,13253,FALSE,01069,13253,1
557,381,111.33860363607397,01069,13095,FALSE,01069,13095,1
558,694,86.05492790917219,20037,20125,FALSE,20037,20125,1
558,867,94.97833848575694,20037,29013,FALSE,20037,29013,1
559,641,33.582357617188514,13029,13051,FALSE,13029,13051,1
559,678,39.2554130044218,13029,13103,FALSE,13029,13103,1
560,790,37.93724363255856,12111,12061,FALSE,12061,12111,1
561,642,48.63422745309353,36055,36037,FALSE,36037,36055,1
562,448,62.04507233461165,13185,13071,FALSE,13071,13185,1
562,731,62.22790655845824,13185,13275,FALSE,13185,13275,1
563,720,38.67368523168958,26099,26125,FALSE,26099,26125,1
564,460,74.93640594169818,17079,17051,FALSE,17051,17079,1
565,838,14.659299787987294,51710,51650,FALSE,51650,51710,1
566,531,43.41860492225542,37179,37167,FALSE,37167,37179,1
566,151,44.13813186020514,37179,37025,FALSE,37025,37179,1
567,738,41.488144983057616,12091,12113,FALSE,12091,12113,1
568,780,48.02897880397019,06001,06081,FALSE,06001,06081,1
569,800,32.3991426433619,18085,18183,FALSE,18085,18183,1
569,344,39.63038172047357,18085,18039,FALSE,18039,18085,1
570,725,39.17124386777858,41053,41071,FALSE,41053,41071,1
572,215,54.750570483427936,01089,01095,FALSE,01089,01095,1
572,754,59.938829181880514,01089,47051,FALSE,01089,47051,1
574,733,36.718904942433824,22045,22101,FALSE,22045,22101,1
575,739,32.65708854258284,37133,37103,FALSE,37103,37133,1
576,727,28.488970055354454,28083,28133,FALSE,28083,28133,1
576,199,61.166140514094444,28083,28011,FALSE,28011,28083,1
577,812,78.08911983788533,26043,26041,FALSE,26041,26043,1
580,835,31.542446028442594,18011,18063,FALSE,18011,18063,1
581,737,44.89547211333787,19163,19139,FALSE,19139,19163,1
581,787,74.94218685159102,19163,17015,FALSE,17015,19163,1
582,597,44.15420082444913,28047,28059,FALSE,28047,28059,1
584,796,71.24768174087156,36007,36025,FALSE,36007,36025,1
585,860,61.45059700179757,39009,39053,FALSE,39009,39053,1
587,745,33.97367378014381,34011,34033,FALSE,34011,34033,1
589,617,40.58057787740156,21199,21125,FALSE,21125,21199,1
590,797,35.06637396583507,37065,37127,FALSE,37065,37127,1
591,599,58.96508375974156,48241,48199,TRUE,48199,48241,1
591,844,66.3062196992832,48241,22011,FALSE,22011,48241,1
592,542,41.392821976062024,26117,26067,FALSE,26067,26117,1
